,Rank,Country,Player,Accuracy,Play Count,Performance,SS,S,A
11,362,Germany,Anroyz,98.88%,"211,722","11,891",73,"1,283","2,342"
12,363,Italy,Tutturu 2,97.41%,"117,849","11,881",35,583,"1,356"
13,364,United States,- Kouka -,97.34%,"65,024","11,879",70,515,"1,122"
14,365,Japan,Moffo,96.42%,"292,457","11,876",239,"1,904","1,170"
15,366,Sweden,bango,97.45%,"106,033","11,874",8,306,670
16,367,Finland,Jup3KW,99.45%,"97,594","11,870",171,"1,074","1,415"
17,368,Russian Federation,SadnessWillSear,99.21%,"118,689","11,862",40,"1,403","1,107"
18,369,United Kingdom,Sidders,98.02%,"51,608","11,841",8,112,680
19,370,Germany,Epiphany,99.29%,"158,039","11,838",557,"2,123","2,445"
20,371,Australia,Gala,98.71%,"111,880","11,836",38,541,951
21,372,Finland,Jerekek,97.73%,"80,792","11,832",35,258,647
22,373,Russian Federation,Ilitria,96.35%,"56,914","11,832",53,192,565
23,374,South Korea,Anze,97.38%,"187,367","11,817",318,"1,849","1,096"
24,375,South Korea,Pray,93.42%,"183,232","11,814",49,"3,442","1,464"
25,376,United States,Strider,97.36%,"74,588","11,811",81,577,657
26,377,United Kingdom,Woffel,99.18%,"116,756","11,811",102,859,"2,247"
27,378,Philippines,zonelouise,98.99%,"75,852","11,810",263,"1,293",956
28,379,United States,perhaps,98.33%,"133,733","11,808",167,961,872
29,380,Lithuania,Vixylium,97.91%,"113,761","11,804",33,371,638
30,381,Chile,Dylson,99.27%,"117,541","11,797",168,"2,475",993
31,382,United States,HappyStick,98.54%,"215,689","11,795",161,"3,040",930
32,383,Singapore,LanJay,99.23%,"206,079","11,780",178,"1,559","1,935"
33,384,United States,ChitogeOP,97.97%,"164,129","11,779",121,"1,257","1,247"
34,385,United States,Boggles,97.52%,"88,275","11,766",263,"1,991","1,129"
35,386,Russian Federation,Alexandrine,97.43%,"80,690","11,764",10,273,529
36,387,United Kingdom,Wario,98.44%,"138,186","11,763",266,"1,744","2,352"
37,388,South Korea,HRHDDT,97.54%,"104,170","11,762",991,964,984
38,389,South Africa,South Africa,95.95%,"94,097","11,745",70,794,821
39,390,Poland,DudsonZ,98.72%,"110,864","11,744",129,"1,064",652
40,391,Poland,Maliszewski,96.19%,"45,363","11,735",141,"1,396","1,069"
41,392,Russian Federation,Apostol,98.76%,"131,738","11,729",40,665,"1,716"
42,393,Poland,Detze,97.55%,"129,570","11,728",317,"1,783","1,523"
43,394,Italy,-Syncro,97.85%,"82,845","11,724",5,437,719
44,395,Germany,Veth,99.34%,"130,039","11,721",429,"1,159",918
45,396,Poland,-NeBu-,98.93%,"105,403","11,704",561,"2,161",883
46,397,Russian Federation,Shaiden,98.86%,"92,569","11,695",85,"1,313",680
47,398,Finland,Freezd,99.28%,"86,452","11,692",99,652,890
48,399,Netherlands,Lilily,97.97%,"219,245","11,687","8,305","7,850","3,589"
49,400,Poland,hesseninho,96.68%,"76,601","11,681",47,443,694
0,401,Hong Kong,DenierNezzar,98.65%,"149,162","11,680",97,"2,325","1,990"
1,402,United States,Ceptin,97.53%,"95,677","11,680",50,713,"1,131"
2,403,Austria,goosefedora,98.79%,"158,474","11,680",61,"1,707","1,021"
3,404,United Kingdom,Lotus,95.93%,"57,842","11,671",11,182,170
4,405,South Korea,[RyuTell],98.86%,"70,161","11,661",89,700,819
5,406,France,Shinkei,98.22%,"103,953","11,659",10,662,608
6,407,Australia,Vivace,98.21%,"115,686","11,651",29,870,"1,072"
7,408,Austria,FeeDyy,98.54%,"75,821","11,650",116,"1,267","2,504"
8,409,United States,ramtin,99.13%,"122,772","11,648",86,361,550
9,410,South Korea,Owane,99.02%,"99,555","11,646",289,"1,219",766
10,411,Australia,GranDSenpai,97.93%,"255,328","11,638",293,"1,286","1,998"
11,412,Poland,esio,97.26%,"46,394","11,624",18,728,405
12,413,South Korea,Maiaz,98.19%,"43,051","11,619",11,821,907
13,414,United States,dnfd,98.15%,"90,275","11,610",27,456,"1,084"
14,415,Italy,MinerZeta,95.03%,"118,728","11,603",17,414,752
15,416,United States,rektygon trash,97.48%,"96,086","11,597",110,"1,455","1,758"
16,417,United States,Snowy LP,97.96%,"76,907","11,595",67,611,591
17,418,China,EmertxE,97.71%,"211,575","11,591",100,"2,234","1,919"
18,419,Denmark,Vandabe,97.41%,"162,176","11,591",198,"2,464","1,363"
19,420,China,My Angel Anzu,97.68%,"170,631","11,590",117,"1,860","1,630"
20,421,France,Kynan,98.89%,"210,302","11,590",97,"2,110","2,504"
21,422,Hong Kong,Petal,96.44%,"78,922","11,587",47,845,817
22,423,United States,fojo,97.30%,"53,332","11,586",5,591,"1,663"
23,424,United States,Shiorii,98.83%,"88,600","11,579",731,674,"1,500"
24,425,United States,DigiDrake,98.97%,"135,996","11,577",192,"1,831",975
25,426,Russian Federation,NyanPotato,93.69%,"61,542","11,575",14,249,374
26,427,Estonia,Rev0,97.91%,"119,518","11,574",10,571,837
27,428,Brazil,Idealism,98.22%,"105,549","11,551",107,"1,811","1,408"
28,429,Argentina,Toushi,98.70%,"110,267","11,539",88,"1,099","1,204"
29,430,Australia,Drox-,98.24%,"105,010","11,539",118,918,959
30,431,Germany,karott90,98.69%,"101,447","11,534",538,"4,028","3,833"
31,432,Chile,xaxreid,98.81%,"110,782","11,534",39,751,"1,321"
32,433,Netherlands,LUCIANO,97.88%,"124,959","11,528",26,614,"1,170"
33,434,Netherlands,Jop,97.53%,"231,768","11,528",50,512,"1,141"
34,435,Czech Republic,Orbi,99.05%,"147,902","11,524",107,"1,741",978
35,436,Russian Federation,Meniwa,97.49%,"47,278","11,516",14,564,"1,009"
36,437,Russian Federation,ircle,97.39%,"75,308","11,516",20,790,"1,835"
37,438,Australia,Jagester,98.30%,"139,176","11,511",101,"1,575","1,889"
38,439,Germany,cocona,98.45%,"109,992","11,504",216,886,"1,047"
39,440,Argentina,Ceja,99.32%,"89,627","11,499",538,479,211
40,441,Japan,Aoba Karingo,97.94%,"199,589","11,494",39,938,951
41,442,Brazil,Skycries,99.35%,"110,093","11,493",508,378,286
42,443,South Korea,Peresia,98.06%,"102,717","11,487",241,"1,300",953
43,444,Argentina,Emiru Ikuno,98.74%,"120,653","11,472",120,"1,840","1,302"
44,445,United States,cir,95.78%,"103,412","11,471",41,822,820
45,446,Russian Federation,Aden,96.98%,"115,545","11,469",36,"1,252","1,481"
46,447,Canada,Too Slow,98.63%,"135,137","11,461",130,"1,556","2,619"
47,448,Trinidad and Tobago,Diallo,98.02%,"103,604","11,452",96,888,"2,010"
48,449,South Korea,Tofunim,97.72%,"117,315","11,452",5,450,"1,353"
49,450,Norway,JAPRON,98.78%,"92,673","11,450",59,433,435
0,451,France,lespi6,98.00%,"136,487","11,447",138,"2,327","5,287"
1,452,United Kingdom,Jemzsee,98.24%,"71,841","11,446",47,973,866
2,453,Germany,-deneja,98.86%,"107,078","11,437",63,958,"1,821"
3,454,United States,Fangzy,99.22%,"194,416","11,433","1,523","7,001",203
4,455,United States,Swiq_,98.51%,"74,940","11,423",66,510,763
5,456,United States,yasen,96.61%,"145,164","11,422",44,360,871
6,457,Canada,Azer,99.13%,"103,553","11,422",249,"1,458","1,055"
7,458,Norway,Kurean,96.31%,"109,240","11,410",84,"1,503","1,515"
8,459,Romania,Dyazzo,97.22%,"74,167","11,407",28,431,999
9,460,South Korea,[TAKA],97.78%,"109,875","11,405",128,"2,158","1,677"
10,461,Australia,Ampharos,97.65%,"59,114","11,401",57,341,380
11,462,Trinidad and Tobago,World End,97.05%,"132,601","11,397",24,650,984
12,463,United States,Inverse,97.64%,"152,208","11,390",72,946,"1,143"
13,464,Australia,suffix,96.37%,"112,889","11,387",42,894,"1,430"
14,465,Canada,PikaPwn,99.48%,"85,114","11,374",140,"1,115","1,352"
15,466,South Korea,[Rem-Desu],97.06%,"42,810","11,353",9,444,487
16,467,Poland,YesTak,98.63%,"160,224","11,352",123,"1,547","1,994"
17,468,Brazil,Juh,98.44%,"89,379","11,352",55,561,"1,619"
18,469,Indonesia,Rexeez,98.32%,"91,966","11,351",76,"1,480","2,088"
19,470,United States,LittleDan,97.85%,"82,833","11,348",52,855,407
20,471,South Korea,[ BlueArmy ],97.82%,"59,430","11,347",114,628,452
21,472,Brazil,Zekker,98.73%,"100,117","11,345",757,806,854
22,473,Russian Federation,SanyaVsunya,97.43%,"90,842","11,344",12,403,910
23,474,Russian Federation,Dizick,98.15%,"150,678","11,344",20,558,"1,419"
24,475,France,Elysion,97.31%,"124,482","11,342",39,874,"2,202"
25,476,Taiwan,Garch,97.14%,"202,781","11,339",30,"2,893","2,375"
26,477,Canada,Purps,98.86%,"82,831","11,338",72,690,"1,202"
27,478,United Kingdom,art,99.00%,"135,016","11,335",70,"1,047","1,144"
28,479,Finland,Sanze,99.13%,"162,906","11,335",110,"1,382","1,141"
29,480,Brazil,Sakayaneegi,99.28%,"129,409","11,334",212,"1,668",395
30,481,Brazil,niii_san,98.79%,"154,243","11,330",609,"3,014","1,336"
31,482,Turkey,egemenbsrms,97.73%,"83,486","11,330",41,524,"1,320"
32,483,Canada,Distracted,98.80%,"140,360","11,329",93,"1,101","1,578"
33,484,Brazil,fea,99.18%,"107,598","11,326",561,727,390
34,485,Russian Federation,Rideru,97.39%,"73,616","11,323",264,862,806
35,486,Israel,Jumbo,97.78%,"99,510","11,319",17,439,752
36,487,Japan,Sieela,98.44%,"102,279","11,318",25,669,768
37,488,Indonesia,Thatnoobguy2006,95.67%,"45,732","11,314",10,354,750
38,489,Taiwan,CrtReXn,99.26%,"157,564","11,310",169,"2,384","2,419"
39,490,South Korea,Mya2,97.19%,"63,291","11,307",28,"1,308","1,853"
40,491,Japan,core98k,97.86%,"58,006","11,300",19,785,"1,441"
41,492,Serbia,Smiljko,98.73%,"96,664","11,297",90,"1,100","1,421"
42,493,United States,Crazy,96.44%,"63,261","11,288",67,740,"1,081"
43,494,Spain,NHarmonia,97.97%,"197,074","11,287",63,"1,799","1,590"
44,495,Spain,-Shizuru,98.33%,"68,264","11,284",135,"1,304","1,254"
45,496,United States,mniminwoo,99.14%,"153,838","11,283",126,"1,539","1,802"
46,497,Brazil,_Flare,97.94%,"130,959","11,280","1,341","2,817","1,136"
47,498,France,TheFifouSlain,98.50%,"97,371","11,280",52,626,822
48,499,Japan,Recia,99.10%,"113,172","11,279",681,"3,091",440
49,500,Russian Federation,flae,97.70%,"121,748","11,278",97,518,447
0,501,Canada,Beard,98.79%,"94,375","11,278",113,650,860
1,502,Canada,ThePro365,99.03%,"143,496","11,277",98,"1,641","1,559"
2,503,Australia,Hungry Jacks,98.36%,"72,104","11,277",58,"1,150","1,457"
3,504,South Korea,Zestiny,95.51%,"86,783","11,275",57,"1,259","2,048"
4,505,Austria,Izuko,99.13%,"74,112","11,271",99,"1,027","1,647"
5,506,Japan,ShirohaMyMommy,99.35%,"105,595","11,270",418,"2,423","1,001"
6,507,Russian Federation,krautz sieberg,97.66%,"8,318","11,265",4,170,268
7,508,Germany,cmnk,98.10%,"90,800","11,262",124,"1,192","1,433"
8,509,Japan,hshs,98.27%,"189,618","11,261",298,"2,949","1,641"
9,510,Russian Federation,nomaiza,97.61%,"126,873","11,260",16,"1,024","1,376"
10,511,Jordan,SilverAkcel,98.68%,"113,863","11,252",49,781,642
11,512,United States,fyre,97.54%,"117,264","11,246",225,759,"1,021"
12,513,Russian Federation,robloxxa,98.24%,"43,112","11,240",48,401,813
13,514,Switzerland,CeriixZ,98.02%,"78,723","11,239",45,523,866
14,515,Spain,ByYoshi14,98.74%,"77,645","11,235",118,998,"1,248"
15,516,Germany,_Criller,98.08%,"56,579","11,231",75,711,"1,290"
16,517,United States,Numza,98.77%,"110,128","11,217",25,877,"1,164"
17,518,Canada,Identical,97.93%,"94,442","11,213",138,"1,083",951
18,519,Philippines,ededed028,97.83%,"114,297","11,212",48,619,509
19,520,Austria,Yakui,96.72%,"41,699","11,212",48,817,956
20,521,Taiwan,Flask,98.96%,"79,198","11,203",194,"2,766","1,843"
21,522,United Kingdom,Aistre,97.87%,"156,535","11,198",65,542,"1,337"
22,523,France,LogicSystem,98.79%,"117,716","11,195",89,"1,380","2,106"
23,524,Poland,Mighty Paws,97.98%,"101,345","11,195",44,356,653
24,525,United States,kodama,99.10%,"34,682","11,194",80,"1,541","2,570"
25,526,Germany,BlueSky-,98.38%,"93,433","11,193",23,851,"1,014"
26,527,Uruguay,Saphity,97.48%,"34,115","11,192",55,364,577
27,528,Philippines,Senjuro,98.31%,"89,988","11,190",346,"1,452",619
28,529,United States,intenseGoat,98.70%,"96,385","11,189",61,764,929
29,530,Germany,imagaK,98.78%,"147,492","11,188",292,"3,214","1,641"
30,531,United States,MegaMK,97.80%,"142,416","11,184",91,874,650
31,532,Germany,kiiro127,97.27%,"109,820","11,184",59,979,"2,153"
32,533,Sweden,[ Coach ],98.97%,"78,384","11,183",106,"1,185","1,689"
33,534,Brazil,Sanjilift,97.45%,"186,455","11,181",38,"1,217","1,202"
34,535,New Zealand,Big Z,98.82%,"127,821","11,181",313,"1,676","1,304"
35,536,Philippines,hyeok2044,97.22%,"69,338","11,176",48,"1,163","1,611"
36,537,Denmark,Spork Lover,99.08%,"123,480","11,175",409,"3,675","2,691"
37,538,Hungary,Lexion,98.83%,"119,929","11,174",400,"2,794","4,123"
38,539,Japan,ORRRY,96.45%,"57,191","11,173",9,358,611
39,540,United Kingdom,Gandhi,97.47%,"92,749","11,165",187,999,"1,466"
40,541,United States,loligirl,99.39%,"80,546","11,165",76,"1,745",617
41,542,Denmark,Cerkie,99.20%,"181,967","11,164",401,"1,678","1,773"
42,543,Canada,FunOrange,99.16%,"84,096","11,163",161,"1,277","1,125"
43,544,Mexico,pundice,93.94%,"66,144","11,160",139,"1,150",924
44,545,United States,vain,98.80%,"105,232","11,155",55,326,797
45,546,United States,bfnnbfdvzdhbggf,98.72%,"101,195","11,154",206,"1,055","1,050"
46,547,Sweden,FlySlime,95.64%,"85,588","11,154",125,"1,109","1,293"
47,548,Belgium,Hexikey,96.63%,"73,276","11,153",89,781,"1,417"
48,549,United States,Dragito,96.92%,"74,167","11,153",3,154,493
49,550,Canada,Otters,98.81%,"57,886","11,153",63,440,488
0,551,Portugal,MakiDonalds,99.23%,"93,767","11,149",40,463,"1,285"
1,552,Romania,Rekkke,98.00%,"112,567","11,145",14,312,"1,108"
2,553,South Korea,ReaL motion,99.29%,"172,618","11,144",217,"2,928","1,957"
3,554,United States,Rezh,97.58%,"79,831","11,143",14,479,"1,102"
4,555,Spain,Rekens,97.47%,"191,140","11,142",349,"3,966","2,876"
5,556,Taiwan,-Snowy-,97.72%,"99,171","11,142",109,"2,135","1,666"
6,557,Poland,Steven Naismith,96.65%,"85,997","11,140",34,673,"1,243"
7,558,South Korea,[ Hyung ],99.39%,"82,523","11,137",102,"1,632","1,287"
8,559,Denmark,iamVill,97.92%,"63,236","11,135",30,755,717
9,560,Russian Federation,Forse,96.35%,"63,191","11,134",30,954,"2,021"
10,561,Australia,CeilingWaffle,98.98%,"161,023","11,134",100,"2,197","1,634"
11,562,United States,Reused,97.82%,"63,727","11,133",45,351,862
12,563,United Kingdom,Alevari,99.15%,"90,444","11,130",195,"2,115","1,992"
13,564,Finland,gorillagutan,99.01%,"89,605","11,129",63,726,"1,111"
14,565,Russian Federation,FreeZeR,98.76%,"73,990","11,123",207,"1,765","1,697"
15,566,Thailand,VanillaYuki,97.69%,"70,800","11,118",12,646,697
16,567,Sweden,Tsuncat,97.65%,"144,242","11,116",57,837,"2,377"
17,568,Mexico,-[Saint]-,98.33%,"39,662","11,115",87,683,"1,068"
18,569,Brazil,httd,96.75%,"73,934","11,112",26,859,"1,322"
19,570,Netherlands,jackylam5,96.96%,"146,736","11,112",181,"3,131","1,186"
20,571,Vietnam,Tuon,99.37%,"156,665","11,107",210,"2,695","2,498"
21,572,United States,Axarious,97.40%,"66,601","11,106",35,860,513
22,573,Japan,-Zirba-,98.80%,"79,125","11,102",40,833,818
23,574,United States,TheKid217,99.56%,"131,260","11,099","1,193","2,431","2,250"
24,575,Russian Federation,Inchainz,96.52%,"64,502","11,097",36,567,402
25,576,United States,fudu,98.56%,"210,735","11,096",954,"3,433","1,428"
26,577,Finland,jamin,97.44%,"70,399","11,095",49,773,"1,471"
27,578,Czech Republic,Daichi,99.37%,"111,284","11,093",271,"1,270","1,981"
28,579,Italy,Riuzaky,98.18%,"119,094","11,087",50,708,998
29,580,Thailand,san-lotso,97.37%,"77,090","11,086",29,664,895
30,581,Slovakia,PemiX,99.43%,"121,645","11,082","2,481","1,877","1,309"
31,582,United States,WindowLife,96.87%,"83,363","11,082",28,354,467
32,583,Italy,-Kazuki-,98.33%,"157,342","11,081",566,"1,640","1,431"
33,584,Argentina,Sofia,96.36%,"60,268","11,078",13,962,756
34,585,Finland,- AJJ -,97.89%,"125,683","11,075",45,492,831
35,586,United States,ShotgunApe,97.64%,"93,413","11,070",89,845,"1,132"
36,587,Canada,trevrasher,98.41%,"61,402","11,067",71,"1,176","1,371"
37,588,Hong Kong,Riushi,97.01%,"223,245","11,066",85,"2,490","1,643"
38,589,Japan,Sancho,98.14%,"85,574","11,064",116,"1,229","1,119"
39,590,United States,ChaosRaidz,95.73%,"70,411","11,063",5,161,629
40,591,Russian Federation,Welter,97.16%,"58,457","11,063",31,575,662
41,592,Romania,Chamosiala,98.96%,"79,170","11,058",417,"2,247","1,896"
42,593,South Korea,9sh26,98.14%,"144,774","11,056",114,374,841
43,594,Poland,big_UwU,94.11%,"52,088","11,056",71,781,748
44,595,Hong Kong,Rlsc,99.02%,"195,739","11,052","6,295","2,964","2,179"
45,596,Japan,R1K50N,96.85%,"66,436","11,049",12,636,"1,678"
46,597,South Korea,Mya3,98.94%,"55,974","11,047",41,807,774
47,598,United States,Astana,97.26%,"100,766","11,046",23,762,"1,113"
48,599,United States,sriracha rice,99.26%,"150,852","11,045",60,741,"1,057"
49,600,Estonia,Eminem,98.23%,"91,550","11,043",23,520,"1,182"
0,601,Russian Federation,WayLand,98.35%,"98,527","11,040",32,776,884
1,602,United States,Tomatonium,98.55%,"79,464","11,040",187,"1,100",913
2,603,Russian Federation,PodVox,96.87%,"136,309","11,038",33,499,"1,285"
3,604,United States,SlimeDrippy,98.65%,"73,405","11,031",36,910,368
4,605,Canada,alkalde,97.67%,"95,590","11,030",92,"1,157","1,207"
5,606,Brazil,Sickoh,98.45%,"134,362","11,027",62,750,872
6,607,Netherlands,heikneuter,98.48%,"187,043","11,026",18,557,"1,192"
7,608,Malaysia,Inugami Korone,98.95%,"23,060","11,025",16,472,551
8,609,Japan,Emperorpenguin83,99.14%,"135,911","11,024",202,"2,605","1,498"
9,610,France,Saymel,98.69%,"69,362","11,023",45,909,737
10,611,Belgium,Loriax,98.17%,"86,127","11,023",55,"1,118","1,408"
11,612,United States,minus,98.66%,"190,729","11,022",537,"2,301","2,457"
12,613,Japan,Tatsua,99.27%,"146,697","11,016",32,"1,010","2,577"
13,614,Malaysia,Hachune Miku,98.45%,"64,690","11,009",32,684,"1,172"
14,615,Poland,FeriOP,99.06%,"156,468","11,006",138,"1,575","2,660"
15,616,Brazil,weak,97.10%,"85,235","11,006",66,824,"2,197"
16,617,Czech Republic,Ev1dent,98.10%,"73,722","11,004",116,811,684
17,618,Australia,Korilak,99.42%,"87,281","10,993",73,529,690
18,619,South Korea,Resia,94.30%,"80,738","10,990",47,"1,506",815
19,620,Japan,Celaphy,99.21%,"128,369","10,990",14,437,"1,027"
20,621,Cambodia,Sambath,96.26%,"110,356","10,989",27,"1,381",819
21,622,United States,Ninjaadrian009,97.31%,"149,799","10,988",32,641,828
22,623,Brazil,Yellowl,99.59%,"100,128","10,988",250,"1,267",467
23,624,United States,kage,98.25%,"31,479","10,985",33,406,997
24,625,United States,Kris-,96.60%,"227,935","10,981",31,593,"1,026"
25,626,South Korea,Im Not Rank,93.48%,"46,664","10,980",202,"1,060",770
26,627,Japan,gissirianko,98.34%,"109,400","10,977",169,"1,500","1,204"
27,628,Austria,tricolor,98.74%,"84,083","10,977",331,"2,290","1,699"
28,629,South Korea,Alistair,97.20%,"80,257","10,976",8,557,844
29,630,Moldova,Reina-,97.95%,"83,685","10,973",73,367,480
30,631,Russian Federation,Hanabi Shira,97.01%,"113,620","10,972",6,325,"1,616"
31,632,Brazil,CYREZ,98.15%,"58,678","10,971",196,"1,379",529
32,633,South Korea,Kellyad,96.20%,"92,779","10,965",5,344,983
33,634,South Korea,Dungeon,98.80%,"176,379","10,963",220,"2,648",658
34,635,France,AkiraSSG,99.11%,"158,546","10,963",250,"1,498","1,195"
35,636,Mexico,-Karu,99.09%,"120,722","10,960",430,"2,269",882
36,637,Panama,hammytr,98.33%,"97,352","10,960",220,"1,177","1,539"
37,638,South Korea,Cellina,98.76%,"150,261","10,958",45,767,816
38,639,United States,Jared on osu,97.41%,"125,881","10,957",30,"1,217","1,144"
39,640,Canada,peterpeterli,95.62%,"28,733","10,956",7,410,"1,001"
40,641,United States,Polaris,98.51%,"164,565","10,952",63,"1,015","1,162"
41,642,Israel,Psyical,97.18%,"125,056","10,950",136,"1,123","1,616"
42,643,Finland,shdewz,99.70%,"61,540","10,948",181,795,866
43,644,United States,Chadol,97.79%,"88,944","10,947",157,"1,113",775
44,645,South Korea,Reimu-Desu,99.41%,"117,244","10,946",278,"1,799",681
45,646,China,Plum Blossoms,96.79%,"75,477","10,943",50,808,"1,375"
46,647,Israel,MrPotato,99.36%,"158,870","10,941",171,"1,709","1,332"
47,648,Brazil,Suva,97.55%,"182,012","10,940",101,"1,204","1,302"
48,649,United Kingdom,unko,95.50%,"75,590","10,936",162,561,800
49,650,United States,diciestaking,98.43%,"92,776","10,935",84,"2,110","1,845"
0,651,South Korea,-Konpaku-,98.86%,"85,569","10,935",67,"1,085","1,036"
1,652,Poland,Malolat,99.10%,"116,417","10,931",89,933,"1,072"
2,653,Germany,respektive,99.10%,"127,202","10,931","2,554","7,457","3,543"
3,654,Romania,cristi2708,98.90%,"106,854","10,930",84,908,780
4,655,Japan,kaminogi,97.58%,"67,520","10,926",80,"1,129",981
5,656,Hong Kong,GIDZ,98.17%,"192,483","10,926",260,"2,605","1,469"
6,657,Sweden,Sonix,98.82%,"78,311","10,925",133,"1,226","1,287"
7,658,South Korea,sakuraskip,98.46%,"12,752","10,924",6,154,163
8,659,Russian Federation,Dysphoria,94.69%,"51,083","10,922",10,162,293
9,660,Japan,kuu01,98.39%,"123,937","10,917",52,"1,227","1,810"
10,661,Czech Republic,PoggersCZ,97.91%,"144,703","10,910",206,"1,557","1,147"
11,662,United States,ur cute,95.20%,"116,012","10,906",45,593,989
12,663,China,milk-tea,96.64%,"101,061","10,902",6,"1,026","2,116"
13,664,United States,Lenny owo,98.39%,"122,504","10,902",616,757,"1,487"
14,665,Germany,Niphora,98.65%,"125,161","10,898",215,"1,619","1,315"
15,666,South Korea,Tarulas,98.77%,"92,585","10,888",51,"1,138",615
16,667,South Korea,Chitogod,98.81%,"47,297","10,887",14,780,720
17,668,Argentina,slynna,96.19%,"77,466","10,887",30,328,485
18,669,South Korea,Neta,98.91%,"119,421","10,884",366,"4,359",175
19,670,Germany,MKSA,98.61%,"64,156","10,884",173,"1,083","1,271"
20,671,China,rinkon,98.82%,"194,389","10,884",194,"3,592","1,087"
21,672,Romania,-Rekai-,96.96%,"36,100","10,883",33,660,565
22,673,Germany,Beafowl,99.40%,"117,543","10,880",312,989,622
23,674,South Korea,Rabbit Pudding,95.38%,"82,736","10,878",4,394,"1,112"
